sofifa_id,long_name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,skill_moves,work_rate,body_type,player_tags,team_position
224393,Bobson Bawling,18,178,70,England,Crawley Town,57,63,0,0,Right,3,High/Medium,Lean,,RB
225199,Vincent Koziello,18,168,55,France,OGC Nice,57,63,0,0,Right,3,Medium/Medium,Lean,,RES
225303,Gökhan Artun,19,175,67,Turkey,Beşiktaş JK,57,63,0,0,Right,2,High/Low,Normal,,RES
225387,Lewis Page,18,178,72,England,West Ham United,57,63,0,0,Left,2,Medium/Medium,Lean,,RES
225418,Júlio Alberto Pereira Neiva,18,192,79,Portugal,Gil Vicente FC,57,63,0,0,Right,1,Medium/Medium,Lean,,RES
225446,Jesús Vázquez,19,176,72,Mexico,Leones Negros de la UdeG,57,63,0,0,Right,2,Medium/Medium,Lean,,RES
225453,Muharrem Tunay Meral,19,185,75,Turkey,Balıkesirspor,57,63,0,0,Right,1,Medium/Medium,Lean,,RES
225466,Andrew Cartwright,19,174,64,England,Sunderland,57,63,0,0,Right,2,High/High,Stocky,,RES
225482,Timur Zhamaletdinov,17,181,73,Russia,PFC CSKA Moscow,57,63,0,0,Right,2,Medium/Low,Lean,,RES
225528,Nikolay Stankevich,16,171,65,Russia,FC Rostov,57,63,0,0,Right,2,Medium/Low,Normal,,RES
176849,Pierre Gibaud,26,184,80,France,FC Sochaux-Montbéliard,57,62,0,0,Right,2,Medium/Medium,Normal,,SUB
179767,Chris Dunn,26,194,78,England,Cambridge United,57,62,0,0,Left,1,Medium/Medium,Normal,,GK
180755,Tando Velaphi,27,186,75,Australia,Melbourne City FC,57,62,0,0,Right,1,Medium/Medium,Normal,,SUB
181725,Gary Deegan,26,176,75,Republic of Ireland,Southend United,57,62,0,0,Right,2,Medium/Medium,Stocky,,RDM
181738,Derek Foran,24,186,77,Republic of Ireland,St. Patrick's Athletic,57,62,0,0,Right,2,Medium/High,Normal,,SUB
188881,Geoffrey Lembet,25,184,78,Central African Rep.,AJ Auxerre,57,62,0,0,Left,1,Medium/Medium,Normal,,SUB
188982,Pierrick Rakotoharisoa,23,174,60,France,Le Havre AC,57,62,0,0,Right,3,Medium/Medium,Normal,#Speedster,SUB
193124,Thomas Konrad,24,183,76,Germany,Dundee FC,57,62,0,0,Right,2,Medium/Medium,Lean,,LCB
193651,Grant Gillespie,22,176,69,Scotland,Hamilton Academical FC,57,62,0,0,Left,3,Medium/Medium,Normal,,LB
199111,Anton Lans,23,182,80,Sweden,IF Elfsborg,57,62,0,0,Left,2,Medium/Medium,Normal,,SUB
199635,Mariano Sanz Novillo,24,183,75,Spain,Racing Santander,57,62,0,0,Right,2,Medium/Medium,Lean,,SUB
201339,Berkan Afşarlı,23,173,75,Germany,Mersin İdman Yurdu,57,62,0,0,Right,2,Medium/Medium,Normal,,RES
202731,Conor McCormack,24,178,67,Republic of Ireland,St. Patrick's Athletic,57,62,0,0,Right,2,Medium/Medium,Normal,,SUB
203145,George Taft,20,196,82,England,Burton Albion,57,62,0,0,Left,2,Medium/Medium,Normal,,LB
203570,Stuart Dallas,23,183,81,Northern Ireland,Brentford,57,62,0,0,Left,3,Medium/Low,Normal,,LM
207860,Aaron Maund,23,185,84,United States,Real Salt Lake,57,62,0,0,Right,2,Medium/Medium,Lean,,RES
207878,Asmir Kajević,24,187,82,Montenegro,FC Zürich,57,62,0,0,Left,2,Medium/High,Lean,,SUB
208567,Asier Barahona Bregon,21,176,70,Spain,CD Mirandés,57,62,0,0,Right,3,Medium/Medium,Lean,,SUB
209169,Husein Al Shuwaish,25,195,77,Saudi Arabia,Hajer,57,62,0,0,Left,2,Medium/Medium,Normal,,LCB
209254,Robbie Willmott,24,176,77,England,Newport County,57,62,0,0,Right,2,High/High,Lean,,RWB
210174,Imanol Elías Ayllón,23,184,77,Spain,CD Mirandés,57,62,0,0,Right,1,Medium/Medium,Normal,,SUB
210522,Alan López,24,188,82,Mexico,Club Atlas,57,62,0,0,Left,1,Medium/Medium,Lean,,RES
211967,Brian Babit,21,170,65,France,Dijon FCO,57,62,0,0,Right,2,Medium/Medium,Lean,,RES
212075,Andrew Nabbout,21,175,74,Australia,Melbourne Victory,57,62,0,0,Right,2,Medium/Medium,Stocky,,SUB
212247,Oliver  Schnitzler,18,190,91,Germany,VfR Aalen,57,62,0,0,Right,1,Medium/Medium,Normal,,RES
212961,Ji Woong Kim,24,180,72,Korea Republic,Sangju Sangmu FC,57,62,0,0,Left,2,Medium/High,Normal,,RES
214704,Cristian Edward Guerra Torres,19,183,83,Chile,Unión Española,57,62,0,0,Right,1,Medium/Medium,Normal,,RES
215408,Aaron Chapman,24,203,92,England,Chesterfield,57,62,0,0,Right,1,Medium/Medium,Normal,,SUB
215649,Terry Hawkridge,24,175,70,England,Scunthorpe United,57,62,0,0,Right,3,Medium/Medium,Lean,,RM
216014,Esteban Flores,22,176,78,Chile,CD Universidad de Concepción,57,62,0,0,Left,2,High/Medium,Normal,,LB
216671,Kévin Diogo,22,181,74,France,Clermont Foot 63,57,62,0,0,Right,2,High/Medium,Normal,,RES
216708,Ignacio Lachalde,20,167,64,Argentina,Gimnasia y Esgrima La Plata,57,62,0,0,Right,3,Medium/Medium,Normal,#Acrobat,SUB
218971,Sylvain Gbohouo,25,184,82,Ivory Coast,Côte d'Ivoire,57,62,0,0,Right,1,Medium/Medium,Normal,,
219336,Lorry Mengual,23,182,76,France,Tours FC,57,62,0,0,Right,2,Medium/Medium,Normal,,SUB
219531,Leandro Sebastián Olivarez,22,180,82,Argentina,Godoy Cruz,57,62,0,0,Left,2,Medium/Medium,Normal,,RES
219603,Jackson Mendes Da Silva,23,176,72,France,AC Arles Avignon,57,62,0,0,Right,2,Medium/Low,Lean,,SUB
220374,Jon Vega Villasante,20,179,75,Spain,CD Mirandés,57,62,0,0,Right,2,Medium/Medium,Normal,,SUB
221508,Kwame Bonsu,19,182,75,Ghana,Mjällby AIF,57,62,0,0,Right,2,Medium/Medium,Lean,,SUB
221684,Ben Sweat,22,188,79,United States,Columbus Crew SC,57,62,0,0,Left,2,Medium/Medium,Lean,,SUB
222779,Lefteris Choutesiotis,19,184,74,Greece,Olympiacos CFP,57,62,0,0,Right,1,Medium/Medium,Lean,,RES
223235,Emiliano Terzaghi,24,170,68,Argentina,Club Atlético Banfield,57,62,0,0,Right,3,High/Low,Normal,,SUB
223265,Michael Devlin,20,188,80,Scotland,Hamilton Academical FC,57,62,0,0,Right,2,Medium/Medium,Normal,,SUB
223558,Nicolás Ratti,20,174,71,Argentina,UE Llagostera,57,62,0,0,Right,1,Medium/Medium,Normal,,SUB
223650,Niklas Teichgräber,18,178,73,Germany,Hannover 96,57,62,0,0,Right,2,Medium/Medium,Normal,,RES
223887,Julian Salamon,23,175,70,Austria,SC Wiener Neustadt,57,62,0,0,Right,2,Medium/Medium,Normal,,ST
224110,Dan Holman,24,178,78,England,Colchester United,57,62,0,0,Right,2,Medium/Medium,Lean,,SUB
224395,Bentley Baxter Bahn,21,180,69,Germany,FC St. Pauli,57,62,0,0,Right,3,Medium/Medium,Lean,,RES
224663,Aldo Yaninn Benítez Montes,18,168,67,Mexico,Deportivo Toluca,57,62,0,0,Left,2,Medium/Low,Lean,,RES
224945,Anas El Morabet,20,179,79,Morocco,UE Llagostera,57,62,0,0,Right,2,Medium/Medium,Normal,,RES
225107,José Antonio Rodríguez Rodríguez,22,172,68,Spain,CD Tenerife,57,62,0,0,Right,2,Medium/Medium,Normal,,RES
225394,Carlos Elizalde,20,179,70,Mexico,Club Atlas,57,62,0,0,Right,2,Low/Medium,Lean,,RES
173642,Jordan McMillan,25,178,75,Scotland,Partick Thistle FC,57,61,0,0,Right,3,Medium/Medium,Lean,,SUB
179677,Bartłomiej Dudzic,26,180,73,Poland,Cracovia,57,61,0,0,Left,2,Low/Medium,Normal,,SUB
182366,Darren Dennehy,25,195,83,Republic of Ireland,Cork City,57,61,0,0,Left,2,Medium/Medium,Normal,,LCB
183466,Karl Sheppard,23,181,80,Republic of Ireland,Shamrock Rovers,57,61,0,0,Right,2,High/Medium,Normal,,ST
186171,Brent Griffiths,24,185,80,Australia,Central Coast Mariners,57,61,0,0,Left,2,Medium/Medium,Normal,,SUB
187093,Jairo Daniel González Fajardo,22,170,75,Mexico,Leones Negros de la UdeG,57,61,0,0,Left,2,Medium/Medium,Normal,,RES
189142,Paul Black,24,183,81,England,Cheltenham Town,57,61,0,0,Left,2,Medium/Medium,Normal,,SUB
189331,Greg Taylor,24,177,73,England,Cambridge United,57,61,0,0,Left,2,Medium/High,Normal,,LB
189377,Søren Frederiksen,24,186,76,Denmark,Aalborg BK,57,61,0,0,Right,2,Medium/Medium,Normal,,RES
194269,Alaa' Al Shagran,27,175,70,Jordan,Hajer,57,61,0,0,Right,2,Medium/High,Normal,,LCM
199522,John Tshibumbu,25,176,70,DR Congo,GFC Ajaccio,57,61,0,0,Right,2,Medium/Medium,Normal,,SUB
200884,Murat Gürbüzerol,26,180,72,Turkey,Balıkesirspor,57,61,0,0,Right,2,Medium/Low,Normal,,LM
202809,Roarie Deacon,22,170,76,England,Stevenage,57,61,0,0,Right,3,Medium/Medium,Normal,,SUB
202928,Anton Dahlström,23,179,66,Sweden,Mjällby AIF,57,61,0,0,Left,2,Medium/Medium,Lean,,SUB
203210,Yann Songo'o,22,186,79,Cameroon,Blackburn Rovers,57,61,0,0,Right,2,Medium/Medium,Stocky,,RES
203678,Alejandro Martín Mendez,24,190,80,Spain,UD Las Palmas,57,61,0,0,Right,1,Medium/Medium,Stocky,,RES
204722,최종환 崔钟焕,26,178,66,Korea Republic,Incheon United FC,57,61,0,0,Right,2,Medium/Medium,Normal,,SUB
205816,Wojciech Małecki,23,188,81,Poland,Korona Kielce,57,61,0,0,Right,1,Medium/Medium,Normal,,SUB
212006,Billy Waters,19,171,71,Wales,Crewe Alexandra,57,61,0,0,Right,3,Medium/Medium,Normal,,CAM
212502,Robin Singh,24,186,75,India,India,57,61,0,0,Right,2,Medium/Medium,Normal,,
213719,Alec Kann,23,193,86,United States,Chicago Fire,57,61,0,0,Right,1,Medium/Medium,Lean,,SUB
213979,Yonatan Yovanny Murillo Alegría,21,175,75,Colombia,Atlético Huila,57,61,0,0,Left,2,Medium/Medium,Lean,,SUB
216633,Ögmundur Kristinsson,25,192,89,Iceland,Randers FC,57,61,0,0,Right,1,Medium/Medium,Normal,,SUB
220422,Mansour Hamzi,21,170,65,Saudi Arabia,Al Faisaly,57,61,0,0,Right,2,Medium/Low,Normal,,RES
221644,Julien Remiti,19,175,62,France,AC Ajaccio,57,61,0,0,Right,2,Medium/Medium,Normal,,SUB
222398,Billy Knutsen,22,188,83,United States,San Jose Earthquakes,57,61,0,0,Right,1,Medium/Medium,Lean,,RES
223078,Josh Coulson,25,191,75,England,Cambridge United,57,61,0,0,Right,2,Low/High,Normal,,LCB
223283,Famara Diedhiou,22,192,79,Senegal,FC Sochaux-Montbéliard,57,61,0,0,Right,2,High/Low,Normal,,SUB
223310,Ahmet Şahbaz,23,186,79,Turkey,Sivasspor,57,61,0,0,Left,2,Low/Medium,Normal,,SUB
223456,Aleksandr Tsybikov,20,165,55,Russia,Torpedo Moscow,57,61,0,0,Right,2,Medium/Medium,Normal,#Acrobat,RES
223937,Rıdvan Özkan,20,173,71,Turkey,Akhisar Belediyespor,57,61,0,0,Right,2,Medium/Medium,Normal,,RES
224259,Erickson Patrick Correia Andrade,21,176,70,Cape Verde,Moreirense FC,57,61,0,0,Left,3,Medium/Low,Normal,,RES
224516,秋吉 泰佑,25,173,63,Japan,SK Sturm Graz,57,61,0,0,Right,3,Medium/Medium,Normal,,SUB
224568,Javier Cantero de la Puente,26,178,73,Spain,CD Mirandés,57,61,0,0,Left,3,Medium/Medium,Lean,,SUB
225376,Vlad Achim,25,174,69,Romania,Romania,57,61,0,0,Right,2,Medium/Medium,Normal,,
163228,Willie Dyer,27,178,64,Scotland,Dundee FC,57,60,0,0,Right,2,Medium/Medium,Normal,,SUB
172551,Nicolaj  Moesgaard Agger,25,185,84,Denmark,Silkeborg IF,57,60,0,0,Left,2,High/Low,Lean,,RS
173555,Andreas Arestidou,24,188,83,England,Morecambe,57,60,0,0,Right,1,Medium/Medium,Lean,,SUB
173837,Shaun Anthony Beeley,25,180,70,England,Morecambe,57,60,0,0,Right,2,High/Medium,Stocky,,SUB
181015,Ben Kennedy,27,189,83,Australia,Newcastle Jets,57,60,0,0,Right,1,Medium/Medium,Stocky,,SUB
182681,Colin Daniel,26,185,88,England,Port Vale,57,60,0,0,Left,2,Medium/Medium,Normal,,LM
184589,Jonathan Franks,24,175,73,England,Hartlepool United,57,60,0,0,Right,3,High/Medium,Lean,,LS
184801,Andrew Fleming,26,180,67,England,Morecambe,57,60,0,0,Right,2,Medium/Medium,Lean,,RCM
187782,Séamus Conneely,25,175,68,Republic of Ireland,Sligo Rovers,57,60,0,0,Right,2,Medium/High,Lean,,SUB
189212,Michael William Liddle,24,173,68,Republic of Ireland,Accrington Stanley,57,60,0,0,Left,2,High/Medium,Normal,,SUB
189307,Lewis Jack Young,24,175,60,England,Crawley Town,57,60,0,0,Right,3,Medium/Medium,Lean,,SUB
190031,Dane Massey,26,181,74,Republic of Ireland,Dundalk,57,60,0,0,Left,2,Medium/High,Normal,,LB
192604,James Chambers,27,180,92,Republic of Ireland,St. Patrick's Athletic,57,60,0,0,Right,2,Medium/Medium,Stocky,,SUB
197358,Emil Dahle,23,181,75,Norway,Stabæk Fotball,57,60,0,0,Right,2,Medium/Medium,Lean,,SUB
199014,David McMillan,25,180,77,Republic of Ireland,Dundalk,57,60,0,0,Right,2,Medium/Low,Lean,,SUB
199021,Keith Ward,23,168,65,Republic of Ireland,Dundalk,57,60,0,0,Right,2,High/Medium,Lean,,SUB
209034,Saeed Al Issa,25,172,68,Saudi Arabia,Al Raed,57,60,0,0,Left,2,Low/Medium,Normal,,LB
210579,Paul Reulet,20,181,68,France,Stade Malherbe Caen,57,60,0,0,Right,1,Medium/Medium,Normal,,RES
210901,Fahad Al Johani,22,179,70,Saudi Arabia,Al Raed,57,60,0,0,Right,2,Medium/Medium,Normal,,RM
213493,Aaron Wheeler,26,193,89,United States,Philadelphia Union,57,60,0,0,Right,3,High/Medium,Lean,,RES
219708,Iñaki Sáenz Arenzana,26,177,75,Spain,Racing Santander,57,60,0,0,Left,3,Medium/Medium,Normal,,LM
220346,Pedro López Galisteo,19,185,80,Spain,Real Betis,57,60,0,0,Right,1,Medium/Medium,Normal,,RES
221380,Líbis Andrés Arenas Murillo,27,187,77,Colombia,Independiente Santa Fe,57,60,0,0,Right,1,Medium/Medium,Lean,,RES
221763,김신 金胫,19,181,82,Korea Republic,Olympique Lyonnais,57,60,0,0,Right,2,High/Low,Stocky,,RES
225286,Federico Maya,20,175,75,Argentina,Defensa y Justicia,57,60,0,0,Left,2,Medium/Medium,Normal,,RES
165441,Jason Taylor,27,185,71,England,Cheltenham Town,57,59,0,0,Right,2,Medium/High,Normal,,CM
172574,Emil Ousager,26,188,84,Denmark,Odense Boldklub,57,59,0,0,Right,1,Medium/Medium,Normal,,GK
189828,Mark Byrne,25,175,70,Republic of Ireland,Newport County,57,59,0,0,Right,2,Medium/High,Normal,,LCM
190525,Vegard Aanestad,27,185,79,Norway,Sandnes Ulf,57,59,0,0,Right,2,Medium/Medium,Lean,,RB
210752,Abdullah Al Qarni,26,183,77,Saudi Arabia,Al Khaleej,57,59,0,0,Right,2,Low/High,Normal,,SUB
211026,Turki Elewah,25,168,60,Saudi Arabia,Al Shoulla,57,59,0,0,Right,2,Medium/Low,Normal,,SUB
212906,Won Jae Song,25,175,72,Korea Republic,Sangju Sangmu FC,57,59,0,0,Right,2,High/Medium,Normal,,SUB
212927,김민수 Min Soo Kim,23,177,73,Korea Republic,Jeonnam Dragons,57,59,0,0,Right,3,High/Low,Normal,,RES
214764,Alejandro Becerra Soto,26,177,78,Chile,Deportes Iquique,57,59,0,0,Right,1,Medium/Medium,Normal,,RES
220983,Per Karlsson,25,180,77,Sweden,Falkenbergs FF,57,59,0,0,Right,2,Medium/Medium,Normal,,SUB
223284,Pablo Martinez,25,182,77,France,GFC Ajaccio,57,59,0,0,Left,2,Medium/Medium,Lean,,LB
223771,Balwant Singh,27,180,71,India,India,57,59,0,0,Right,3,High/Medium,Lean,,
223968,Vaso Vasić,24,186,80,Serbia,Grasshopper Club Zürich,57,59,0,0,Right,1,Medium/Medium,Normal,,SUB
223997,Roman Gergel,26,180,77,Slovakia,Górnik Zabrze,57,59,0,0,Right,2,Medium/Medium,Normal,,SUB
224176,Fidel Vázquez Arroyo,25,173,63,Mexico,Leones Negros de la UdeG,57,59,0,0,Left,2,Medium/Medium,Lean,,RES
223762,Aiborlang Khongjee,26,180,68,India,India,57,58,0,0,Right,3,Medium/Medium,Normal,,
19541,Glenn Morris,30,183,70,England,Gillingham,57,57,0,0,Right,1,Medium/Medium,Normal,,SUB
53467,Chris Sedgwick,34,182,80,England,Bury,57,57,0,0,Right,2,Medium/Medium,Normal,,SUB
53632,Barry Molloy,30,179,85,Republic of Ireland,Derry City,57,57,0,0,Right,2,Medium/High,Normal,,RCM
100745,Paul Daniel Smith,34,193,89,England,Southend United,57,57,0,0,Right,1,Medium/Medium,Normal,,SUB
111320,Paul Wotton,36,175,70,England,Plymouth Argyle,57,57,0,0,Right,2,Medium/High,Normal,,SUB
138431,Richard Brush,29,185,86,England,Sligo Rovers,57,57,0,0,Right,1,Medium/Medium,Normal,,SUB
139784,David Clarkson,28,178,65,Scotland,Dundee FC,57,57,0,0,Right,3,High/Medium,Normal,,RES
140424,Chris Kelan Beardsley,30,183,77,England,Stevenage,57,57,0,0,Right,2,High/High,Normal,,RS
142333,Mark McNulty,33,185,74,Republic of Ireland,Cork City,57,57,0,0,Right,1,Medium/Medium,Normal,,GK
149290,Lorenzo Bucchi,30,186,83,Italy,FC Luzern,57,57,0,0,Right,1,Medium/Medium,Normal,,SUB
153014,Marek Sokołowski,36,181,75,Poland,Podbeskidzie Bielsko-Biała,57,57,0,0,Right,2,Medium/Medium,Normal,,SUB
155901,John O'Flynn,30,180,75,Republic of Ireland,Cork City,57,57,0,0,Right,2,Medium/High,Normal,,RS
157190,John Russell,29,172,70,Republic of Ireland,Sligo Rovers,57,57,0,0,Right,3,High/Medium,Normal,,RCM
161556,Maksim Klikin,33,191,85,Russia,Arsenal Tula,57,57,0,0,Left,1,Medium/Medium,Normal,,RES
162211,Martin Mikkelsen,28,182,77,Denmark,Hobro IK,57,57,0,0,Left,2,Medium/Low,Normal,,RM
162275,Paweł Sasin,30,177,67,Poland,Górnik Łęczna,57,57,0,0,Right,2,High/Medium,Normal,,SUB
163350,Lee Bell,31,180,74,England,Burton Albion,57,57,0,0,Right,2,Medium/Medium,Normal,,SUB
163608,Dominic Blizzard,29,188,73,England,Plymouth Argyle,57,57,0,0,Right,2,Medium/Medium,Normal,,SUB
163762,Keith Keane,27,175,70,Republic of Ireland,Crawley Town,57,57,0,0,Right,2,Medium/Medium,Normal,,CDM
165673,Maciej Szmatiuk,34,190,83,Poland,Górnik Łęczna,57,57,0,0,Right,2,Medium/High,Normal,,LCB
171020,Ruaidhri Higgins,29,178,77,Northern Ireland,Dundalk,57,57,0,0,Right,2,High/Medium,Normal,,SUB
171908,Dariusz Kołodziej,32,177,73,Poland,Podbeskidzie Bielsko-Biała,57,57,0,0,Left,2,Medium/Medium,Normal,,SUB
172822,Andrew Bond,28,185,84,England,Stevenage,57,57,0,0,Right,2,Medium/Medium,Normal,,SUB
174448,Gouramangi Moraingtem Singh,28,186,79,India,India,57,57,0,0,Right,2,Medium/Medium,Normal,,
176807,Joe Devera,27,188,77,England,Portsmouth,57,57,0,0,Right,2,Low/Medium,Normal,,RCB
177340,Pierluigi Frattali,28,185,75,Italy,Avellino,57,57,0,0,Right,1,Medium/Medium,Normal,,SUB
177761,Phil Edwards,28,173,71,England,Burton Albion,57,57,0,0,Right,2,Medium/Medium,Normal,,RB
180614,Mark Rossiter,31,181,79,Republic of Ireland,Dundalk,57,57,0,0,Right,2,Low/Medium,Stocky,,SUB
181687,Iarfhlaith Davoren,28,183,76,Republic of Ireland,Sligo Rovers,57,57,0,0,Left,2,Medium/High,Lean,,LB
183765,Patrick Kavanagh,28,172,75,Republic of Ireland,Bohemian FC,57,57,0,0,Right,3,Medium/Medium,Normal,,RM
184794,Adam Yates,31,175,75,England,Port Vale,57,57,0,0,Right,2,Medium/Medium,Normal,,SUB
187425,Carlos Cárdenas Olivera,30,183,75,Mexico,Tiburones Rojos de Veracruz,57,57,0,0,Left,2,Low/High,Lean,,RES
190036,Matthew Nash,33,184,86,Australia,Central Coast Mariners,57,57,0,0,Right,1,Medium/Medium,Stocky,,SUB
194409,Mansour Yahya Al Najei,36,183,80,Saudi Arabia,Al Faisaly,57,57,0,0,Right,1,Medium/Medium,Stocky,,GK
202632,Mikhail Bagaev,29,179,76,Russia,Torpedo Moscow,57,57,0,0,Right,3,Medium/Medium,Normal,,RM
206379,Hannes Þhór Halldórsson,30,193,90,Iceland,Sandnes Ulf,57,57,0,0,Right,1,Medium/Medium,Lean,,GK
209166,Mustafa Reda Malayekah,28,184,77,Saudi Arabia,Hajer,57,57,0,0,Left,1,Medium/Medium,Normal,,GK
209173,Abdullah Buhumail,27,186,62,Saudi Arabia,Hajer,57,57,0,0,Right,2,Medium/Medium,Normal,,RWB
209191,Jaber Al Aameri,28,173,67,Saudi Arabia,Najran SC,57,57,0,0,Left,1,Medium/Medium,Normal,,RES
209209,Azzan Mqbol,30,179,70,Saudi Arabia,Najran SC,57,57,0,0,Right,2,Medium/Medium,Lean,,SUB
209214,Majed Ali,28,167,65,Saudi Arabia,Al Shoulla,57,57,0,0,Right,2,High/Medium,Normal,#Acrobat,RES
209566,Jaber Hagawi,32,177,74,Saudi Arabia,Al Shoulla,57,57,0,0,Right,2,Low/High,Normal,,SUB
209607,Gianni Fabiano,29,167,62,Italy,FC Pro Vercelli 1892,57,57,0,0,Right,3,High/Medium,Normal,,LW
210143,Hamoud Abbas,28,186,71,Saudi Arabia,Al Taawoun,57,57,0,0,Right,2,Medium/Medium,Normal,,SUB
211052,Hassan Taher Al Sandal,32,184,72,Saudi Arabia,Al Faisaly,57,57,0,0,Right,2,Medium/Medium,Normal,,RES
213595,Francisco Sánchez,29,173,71,Chile,CD Cobresal,57,57,0,0,Right,2,Medium/Medium,Lean,,SUB
213940,Carlos Andrés Abella Parra,28,182,80,Colombia,Atlético Huila,57,57,0,0,Right,1,Medium/Medium,Normal,,SUB
214187,Carlos Andrés Bejarano Palacios,29,180,76,Equatorial Guinea,Independiente Medellín,57,57,0,0,Right,1,Medium/Medium,Normal,,SUB
214616,Pablo César Reinoso Ojeda,28,188,89,Chile,Deportivo Ñublense,57,57,0,0,Right,1,Medium/Medium,Normal,,SUB
215997,Guillermo Orellana,27,181,76,Chile,CD Universidad de Concepción,57,57,0,0,Right,1,Medium/Medium,Normal,,SUB
220083,Jordan Hristov,30,181,75,Bulgaria,Bulgaria,57,57,0,0,Right,2,Medium/High,Normal,,
221492,Oscar Eduardo Villarreal Rivera,33,174,74,Colombia,Deportes Tolima,57,57,0,0,Right,2,Medium/Medium,Normal,,RES
222393,Jhon Alexander Cano Angulo,31,175,74,Colombia,Patriotas Boyacá FC,57,57,0,0,Right,2,Medium/Medium,Normal,,RB
222480,Juan Nuñez,28,184,83,Colombia,Fortaleza CEIF,57,57,0,0,Right,3,High/Low,Normal,,RES
223388,Aleksandr Sukhov,28,174,71,Russia,FC Ufa,57,57,0,0,Right,2,Medium/Medium,Normal,,LB
223396,Darian MacKinnon,28,178,74,Scotland,Hamilton Academical FC,57,57,0,0,Right,2,Medium/Medium,Normal,,CM
224928,Alberto Martín Gómez,31,165,67,Argentina,Deportes Iquique,57,57,0,0,Right,2,High/Low,Stocky,,SUB
224960,Mohammed Rabie,32,183,75,Saudi Arabia,Al Orobah,57,57,0,0,Right,1,Medium/Medium,Normal,,SUB
225484,Carl Lamb,29,188,76,England,Chesterfield,57,57,0,0,Right,2,Medium/Medium,Normal,,RES
208594,Mathias Bossaerts,17,184,76,Belgium,Manchester City,56,78,0,0,Right,2,Medium/Medium,Normal,,RES
213666,Ruben Loftus-Cheek,18,190,71,England,Chelsea,56,76,0,0,Left,2,Medium/Medium,Normal,,RES
220677,Joe Morrell,17,168,64,Wales,Bristol City,56,76,0,0,Right,2,Medium/Medium,Lean,,SUB
221024,Asger Strømgaard Sørensen,18,190,79,Denmark,FC Red Bull Salzburg,56,76,0,0,Right,2,Medium/Medium,Lean,,RES
223603,Fabian Bredlow,19,191,80,Germany,FC Red Bull Salzburg,56,76,0,0,Right,1,Medium/Medium,Normal,,RES
209750,Ian Lawlor,19,192,80,Republic of Ireland,Manchester City,56,75,0,0,Right,1,Medium/Medium,Normal,,RES
213301,Sascha Horvath,17,164,60,Austria,FK Austria Wien,56,75,0,0,Right,2,Medium/Medium,Lean,,SUB
203746,Jon Miquel Toral Harper,19,191,73,Spain,Brentford,56,74,0,0,Left,3,Medium/Medium,Lean,,SUB
215698,Mike Maignan,18,187,80,France,Paris Saint-Germain,56,74,0,0,Right,1,Medium/Medium,Normal,,SUB
220697,James Maddison,17,179,73,England,Coventry City,56,74,0,0,Right,2,High/Medium,Lean,,SUB
222078,Bradford Jamieson IV,17,185,75,United States,LA Galaxy,56,74,0,0,Right,3,High/Low,Lean,,RES
223394,Marco Boninsegni,17,180,75,Italy,Ternana,56,74,0,0,Right,2,Medium/Medium,Normal,,SUB
224233,Mattia Muroni,18,172,67,Italy,Cagliari,56,74,0,0,Right,2,Medium/Medium,Lean,,RES
216325,Angus Gunn,18,196,77,England,Manchester City,56,73,0,0,Right,1,Medium/Medium,Lean,,RES
219812,Patrick Ciurria,19,180,68,Italy,Spezia,56,73,0,0,Left,3,High/Medium,Lean,,LM
219952,Liam Henderson,18,173,67,Scotland,Celtic,56,73,0,0,Right,2,Medium/Medium,Lean,,SUB
223926,Samuel Bastien,17,172,63,Belgium,RSC Anderlecht,56,73,0,0,Right,3,Medium/Medium,Lean,,RES
224191,Alessandro Ciranni,18,175,70,Belgium,KRC Genk,56,73,0,0,Right,3,Medium/Medium,Lean,,RES
224662,Maurice Multhaup,17,173,74,Germany,FC Schalke 04,56,73,0,0,Right,3,High/Medium,Lean,,RES
225432,Daniele Sommariva,16,186,76,Italy,Genoa,56,73,0,0,Right,1,Medium/Medium,Normal,,RES
210720,Yannik Schulze,19,186,77,Germany,Hannover 96,56,72,0,0,Right,2,Medium/Medium,Lean,,RES
213736,Jesse Gonzalez,19,193,82,Mexico,FC Dallas,56,72,0,0,Right,1,Medium/Medium,Lean,,RES
215195,Sander Svendsen,16,172,65,Norway,Molde FK,56,72,0,0,Right,3,Medium/Medium,Normal,,SUB
220492,Luca Cargnino,18,185,75,Italy,Torino,56,72,0,0,Right,2,Low/Medium,Normal,,RES
222676,Marley Bishop,17,178,70,Wales,Bristol City,56,72,0,0,Right,3,Medium/Low,Lean,,SUB
225332,Eric Lanini,20,181,75,Italy,Virtus Entella,56,72,0,0,Right,3,Medium/Medium,Normal,,RES
225381,Jacopo Petriccione,18,180,75,Italy,Fiorentina,56,72,0,0,Right,2,Medium/Medium,Lean,,RES
212074,Scott Hamish Basalaj,20,184,85,New Zealand,Partick Thistle FC,56,71,0,0,Right,1,Medium/Medium,Normal,,SUB
